City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kapchorwa,1.3965,34.4509,18.31,82,83,1.01,UG,1619444438
Ganta,7.3022,-8.5308,34.61,38,47,1.4,LR,1619444438
Mwinilunga,-11.7358,24.4293,22.78,69,23,2.21,ZM,1619444439
Taltal,-25.4,-70.4833,18.85,69,0,2.3,CL,1619444439
Bobo-Dioulasso,11.1771,-4.2979,35.0,49,20,2.57,BF,1619444439
Ilo,-17.6394,-71.3375,21.0,78,0,6.17,PE,1619444440
Port Augusta,-32.5,137.7667,15.0,82,7,2.06,AU,1619444440
Kataysk,56.289,62.5841,11.02,33,66,7.3,RU,1619444440
Babaeski,41.4325,27.0931,17.16,45,0,1.78,TR,1619444441
Kasongo-Lunda,-6.4667,16.8167,30.21,59,96,1.45,CD,1619444441
Constitución,-35.3333,-72.4167,16.43,56,0,2.35,CL,1619444441
Atherton,53.5237,-2.4935,16.11,50,100,0.45,GB,1619444442
Salug,8.1147,122.7833,26.04,80,25,1.18,PH,1619444442
Ahtopol,42.1,27.95,16.0,55,20,7.2,BG,1619444442
Deputatsky,69.3,139.9,-8.26,91,100,1.26,RU,1619444443
Coyhaique,-45.5752,-72.0662,11.0,66,75,2.06,CL,1619444443
Clyde River,70.4692,-68.5914,-5.0,100,90,1.56,CA,1619444444
Salinópolis,-0.6136,-47.3561,29.02,68,92,3.7,BR,1619444444
Camargo,27.6667,-105.1667,20.82,13,100,2.05,MX,1619444444
Bouna,9.2667,-3.0,37.98,30,98,2.25,CI,1619444445
Ballina,-28.8667,153.5667,17.0,82,90,2.06,AU,1619444445
Santa Cruz do Capibaribe,-7.9575,-36.2047,32.12,35,31,4.37,BR,1619444445
Kozachi Laheri,46.7037,32.9776,12.0,58,40,8.0,UA,1619444446
Tavda,58.0425,65.2726,9.67,39,74,4.4,RU,1619444446
Gospić,44.5461,15.3747,16.0,59,0,3.09,HR,1619444446
San Luis,-33.295,-66.3356,18.9,50,0,3.53,AR,1619444391
Zinder,13.8072,8.9881,43.0,14,20,2.57,NE,1619444447
Hirara,24.8,125.2833,22.22,64,99,5.54,JP,1619444447
Cabedelo,-6.9811,-34.8339,30.0,70,40,4.12,BR,1619444447
Terra Santa,-2.1042,-56.4869,27.0,87,100,2.29,BR,1619444448
Lavras,-21.2453,-44.9997,25.15,47,19,0.53,BR,1619444448
Pevek,69.7008,170.3133,-9.62,95,100,1.2,RU,1619444448
Stornoway,58.2093,-6.3865,9.44,93,75,6.69,GB,1619444449
Govlyar,40.948,45.735,20.0,52,75,2.06,AZ,1619444449
Çayeli,41.0923,40.7292,10.8,93,100,4.93,TR,1619444449
Saint Anthony,45.0205,-93.218,5.0,93,90,5.14,US,1619444450
Acapulco de Juárez,16.8634,-99.8901,24.0,88,20,0.56,MX,1619444450
Half Moon Bay,37.4636,-122.4286,8.89,100,90,1.49,US,1619444450
Syas'stroy,60.1367,32.5691,3.91,94,100,1.28,RU,1619444451
Kapit,2.0167,112.9333,24.22,94,81,0.15,MY,1619444451
Tocopilla,-22.092,-70.1979,21.54,58,0,3.09,CL,1619444451
Cooma,-36.2333,149.1333,3.0,100,0,3.09,AU,1619444452
Kieta,-6.2167,155.6333,26.6,83,15,1.17,PG,1619444452
Camopi,3.1655,-52.3158,26.5,90,79,1.27,GF,1619444452
Mayumba,-3.432,10.6554,28.75,72,86,4.04,GA,1619444453
Umluj,25.0213,37.2685,29.12,50,0,2.73,SA,1619444453
Morón,-34.6534,-58.6198,17.22,88,0,1.54,AR,1619444453
Sorong,-0.8833,131.25,26.73,81,79,1.87,ID,1619444454
Yar-Sale,66.8333,70.8333,1.6,91,100,7.06,RU,1619444454
Cockburn Town,21.4612,-71.1419,26.05,71,65,5.19,TC,1619444454
Pisco,-13.7,-76.2167,18.0,94,40,1.54,PE,1619444455
Slobodskoy,58.7322,50.1772,1.95,97,100,5.81,RU,1619444455
General MacArthur,11.2464,125.5394,23.83,84,5,2.3,PH,1619444455
Fujin,47.26,132.0322,9.73,34,45,3.65,CN,1619444456
Khani,41.9563,42.9566,11.0,93,90,6.69,GE,1619444456
Harbour Breton,47.4833,-55.7983,6.34,74,100,9.99,CA,1619444456
Kita,13.0349,-9.4895,42.5,14,65,1.75,ML,1619444457
Minudasht,37.2289,55.3747,28.0,51,75,2.06,IR,1619444457
Truckee,39.328,-120.1833,-5.56,92,1,1.54,US,1619444238
Laguna,38.421,-121.4238,6.11,93,1,2.06,US,1619444457
Quthing,-30.4,27.7003,21.36,23,98,1.78,LS,1619444458
Coahuayana Viejo,18.7333,-103.6833,22.0,60,40,0.76,MX,1619444458
Okha,53.5739,142.9478,-4.46,86,5,3.29,RU,1619444458
Buala,-8.145,159.5921,27.0,82,48,2.19,SB,1619444459
Berbera,10.4396,45.0143,30.67,63,99,4.3,SO,1619444459
Sucúa,-2.4667,-78.1667,19.0,100,90,1.03,EC,1619444460
Yagodnoye,62.55,149.6667,-20.6,93,5,2.17,RU,1619444460
Nyurba,63.2842,118.3319,-6.15,80,93,4.12,RU,1619444460
Tungor,53.3808,142.9564,-5.29,87,7,3.15,RU,1619444461
Ciudad Bolivar,8.1222,-63.5497,29.58,56,100,4.43,VE,1619444461
Goiatuba,-18.0125,-49.3547,27.63,35,52,0.99,BR,1619444462
Veinticinco de Mayo,-35.4323,-60.1727,16.67,63,0,0.45,AR,1619444462
Nenagh,52.8619,-8.1967,17.78,44,20,2.06,IE,1619444462
Sangmélima,2.9333,11.9833,29.09,57,100,0.72,CM,1619444463
Orchard Homes,46.8633,-114.0484,1.0,100,90,1.54,US,1619444463
Waingapu,-9.6567,120.2641,23.95,72,25,4.16,ID,1619444463
Skjervøy,70.0311,20.9714,1.0,86,40,2.57,NO,1619444464
Ayan,56.45,138.1667,-3.45,92,97,0.87,RU,1619444464
Trofors,65.5333,13.4063,4.0,60,75,3.09,NO,1619444464
Clifton,40.8584,-74.1638,8.33,52,1,5.14,US,1619444465
Altamira,-3.2033,-52.2064,27.0,89,75,3.09,BR,1619444465
Sidi Ali,36.0998,0.4206,19.87,57,7,4.88,DZ,1619444465
Nago,26.5881,127.9761,21.0,72,1,2.57,JP,1619444466
Taku,39.0211,117.6469,12.0,71,0,3.0,CN,1619444466
Novi Pazar,43.1367,20.5122,17.38,46,100,2.56,RS,1619444466
Hualmay,-11.0964,-77.6139,20.24,81,13,3.63,PE,1619444467
Chernyshevskiy,63.0128,112.4714,-9.67,81,85,3.51,RU,1619444467
Warwick,41.7001,-71.4162,9.44,46,20,8.23,US,1619444303
Touros,-5.1989,-35.4608,28.0,74,75,4.12,BR,1619444467
Pamekasan,-7.1568,113.4746,26.44,80,21,3.36,ID,1619444468
Salmās,38.1973,44.7653,22.0,35,40,3.09,IR,1619444468
Kholm,59.2667,32.85,1.1,98,100,2.59,RU,1619444468
Coria,39.9879,-6.5377,21.26,47,32,2.35,ES,1619444469
Bocas del Toro,9.3333,-82.25,21.67,41,100,2.24,PA,1619444469
Crailsheim,49.1344,10.0719,13.33,35,0,3.6,DE,1619444469
Pangkalanbuun,-2.6833,111.6167,24.23,95,99,1.25,ID,1619444470
Solnechnyy,50.7214,136.6319,4.69,57,64,2.16,RU,1619444470
Zhangaözen,43.3,52.8,24.63,31,5,6.52,KZ,1619444470
Iglesias,39.3114,8.535,21.0,72,20,7.2,IT,1619444471
Gahanna,40.0192,-82.8793,10.56,66,40,4.12,US,1619444471
Terrace Bay,48.7834,-87.1,1.0,74,40,2.57,CA,1619444471
Erzin,36.9559,36.2,20.56,80,0,5.36,TR,1619444472
Vao,-22.6667,167.4833,23.17,70,81,9.55,NC,1619444472
Omsukchan,62.5333,155.8,-19.88,98,26,1.75,RU,1619444472
Tessalit,20.1986,1.0114,40.92,4,7,2.19,ML,1619444472
Port Macquarie,-31.4333,152.9167,13.33,99,7,0.45,AU,1619444425
Margate,51.3813,1.3862,8.89,53,100,2.24,GB,1619444473
Sørland,67.667,12.6934,3.0,75,75,6.69,NO,1619444473
Cassilândia,-19.1133,-51.7342,29.27,36,70,1.17,BR,1619444275
Fortuna,40.5982,-124.1573,7.78,93,90,3.09,US,1619444474
Virden,39.5009,-89.7679,15.0,72,0,4.47,US,1619444474
Russell,32.3502,-85.1999,15.56,93,1,2.08,US,1619444474
Ajdabiya,30.7554,20.2263,22.74,38,0,4.78,LY,1619444475
Ahipara,-35.1667,173.1667,13.65,81,7,2.6,NZ,1619444475
Muli,2.9167,73.5667,28.76,70,87,2.61,MV,1619444475
Wanning,18.8003,110.3967,25.05,90,91,2.36,CN,1619444476
Lyubymivka,46.8106,33.5686,9.88,73,93,7.65,UA,1619444476
Vardø,70.3705,31.1107,2.0,75,0,5.14,NO,1619444476
Sangar,63.9242,127.4739,-1.77,98,100,0.64,RU,1619444477
Gawler,-34.6,138.7333,13.89,73,0,3.13,AU,1619444477
Shizunai-furukawachō,42.3339,142.3669,2.2,70,0,5.14,JP,1619444477
Teluknaga,-6.0989,106.6381,29.44,78,20,3.09,ID,1619444478
Vetluga,57.8557,45.781,5.74,77,97,6.05,RU,1619444478
Barguzin,53.6167,109.6167,-2.48,87,14,2.73,RU,1619444478
Bengkulu,-3.8004,102.2655,25.85,88,51,2.61,ID,1619444479
Qinhuangdao,39.9317,119.5883,9.51,82,19,4.37,CN,1619444479
Dāmghān,36.1683,54.348,27.34,22,97,1.34,IR,1619444479
Najrān,17.4924,44.1277,33.0,24,40,4.12,SA,1619444367
Hervey Bay,-25.2986,152.8535,18.33,82,0,3.09,AU,1619444480
Muisne,0.6,-80.0333,25.38,86,100,3.05,EC,1619444480
Dul'durga,50.6761,113.5931,0.74,71,95,14.23,RU,1619444481
La Cruz,23.9167,-106.9,19.44,89,43,0.45,MX,1619444481
Sokoni,-6.4333,39.55,30.0,70,20,7.2,TZ,1619444481
Richards Bay,-28.783,32.0377,23.59,69,0,2.88,ZA,1619444482
Port Said,31.2565,32.2841,22.0,53,0,4.63,EG,1619444482
Diok’nisi,41.6293,42.3917,12.0,93,90,6.69,GE,1619444482
Sabang,5.8933,95.3214,28.48,75,100,5.84,ID,1619444483
Changji,44.0167,87.3167,15.0,36,0,5.0,CN,1619444483
Mednogorsk,51.4128,57.595,8.66,80,100,2.09,RU,1619444483
Beibei,29.8256,106.4339,20.0,73,0,3.0,CN,1619444483
Qasigiannguit,68.8193,-51.1922,9.0,43,75,9.26,GL,1619444484
Chapais,49.7834,-74.8492,-6.0,93,90,4.63,CA,1619444484
Nouakchott,18.0858,-15.9785,31.0,30,0,4.63,MR,1619444484
La Ronge,55.1001,-105.2842,1.0,51,64,3.6,CA,1619444485
Belle Fourche,44.6714,-103.8522,7.78,100,75,1.52,US,1619444485
Altamont,42.2068,-121.7372,1.0,80,90,3.09,US,1619444291
San Carlos,9.6612,-68.5827,31.9,43,100,2.39,VE,1619444389
Macao,22.2006,113.5461,24.0,83,40,6.17,MO,1619444486
Hazorasp,41.3194,61.0742,32.0,11,0,6.17,UZ,1619444486
Torrington,41.8007,-73.1212,5.56,63,19,5.36,US,1619444486
Bud,39.447,-86.1758,11.67,62,1,3.09,US,1619444487
Taunsa,30.7048,70.6505,35.97,12,0,1.14,PK,1619444487
Farmington,36.7281,-108.2187,9.0,23,1,3.6,US,1619444317
Vila Velha,-20.3297,-40.2925,29.0,70,0,3.6,BR,1619444487
Tiznit Province,29.5833,-9.5,20.66,46,85,5.9,MA,1619444488
Marsá Maţrūḩ,31.3525,27.2453,20.0,64,0,6.17,EG,1619444488
Burns Lake,54.2331,-125.7533,-7.0,93,5,1.17,CA,1619444488
La Paz,-16.5,-68.15,8.0,19,20,1.03,BO,1619444414
Tezu,27.9167,96.1667,26.99,22,60,2.59,IN,1619444489
Estelle,29.8458,-90.1067,22.78,73,12,0.89,US,1619444489
Bandi̇̄pur,27.9333,84.4167,23.12,12,0,1.3,NP,1619444489
College Station,30.628,-96.3344,19.44,88,90,5.66,US,1619444487
Makakilo City,21.3469,-158.0858,23.0,73,1,1.54,US,1619444490
Ubari,26.5921,12.7805,36.97,10,4,4.61,LY,1619444490
Roshchino,60.2519,29.6085,6.67,87,75,4.0,RU,1619444490
Portland,45.5234,-122.6762,8.33,87,51,1.03,US,1619444460
Suntar,62.1444,117.6319,-3.94,82,100,4.12,RU,1619444491
Moses Lake,47.1301,-119.2781,3.89,86,1,1.54,US,1619444401
Philadelphia,39.9523,-75.1638,8.89,46,20,9.26,US,1619444241
Cabrobó,-8.5142,-39.31,31.23,46,18,5.19,BR,1619444491
Portoferraio,42.8115,10.3146,16.0,59,0,6.17,IT,1619444492
Ayr,55.4627,-4.6339,11.67,62,40,6.69,GB,1619444492
Ibrā’,22.6906,58.5334,35.9,8,30,7.09,OM,1619444493
Hālol,22.5,73.4667,37.0,23,40,2.57,IN,1619444493
Mel'nikovo,56.5558,84.085,5.75,81,98,3.57,RU,1619444493
Beloha,-25.1667,45.05,28.93,51,11,4.79,MG,1619444494
Bira,49.0,132.4667,6.11,46,23,0.99,RU,1619444494
Husavik,66.0449,-17.3389,3.0,81,40,4.12,IS,1619444494
Jiuquan,39.7432,98.5174,11.96,20,100,6.8,CN,1619444495
Ambanja,-13.6833,48.45,26.35,86,20,1.12,MG,1619444495
La Mira,18.035,-102.3266,25.9,46,100,1.07,MX,1619444495
Bubaque,11.2833,-15.8333,26.23,55,100,4.01,GW,1619444496
Changde,29.0464,111.6783,14.54,91,99,1.04,CN,1619444496
Aksu,41.1231,80.2644,20.34,16,38,2.02,CN,1619444496
Manokwari,-0.8667,134.0833,25.94,82,99,1.43,ID,1619444497
Uyuni,-20.4597,-66.825,6.04,18,0,4.48,BO,1619444497
Axum,14.1245,38.7244,19.13,52,100,3.68,ET,1619444497
Ipil,7.75,122.5167,24.58,86,47,1.15,PH,1619444497
Tarauacá,-8.1614,-70.7656,21.92,99,100,1.28,BR,1619444498
Sirte,31.2089,16.5887,23.36,47,74,7.41,LY,1619444498
Meulaboh,4.1363,96.1285,26.39,83,100,2.21,ID,1619444498
Carbonia,39.1672,8.5222,21.0,72,20,7.2,IT,1619444499
Kupang,-10.1667,123.5833,23.49,63,4,3.38,ID,1619444499
Trujillo,-8.116,-79.03,17.0,100,75,3.09,PE,1619444209
Cauquenes,-35.9671,-72.3225,15.68,54,0,3.06,CL,1619444500
Mehkar,20.1508,76.569,35.02,16,100,1.71,IN,1619444500
Kutum,14.2,24.6667,33.89,5,82,6.15,SD,1619444500
Rocky Mountain House,52.3668,-114.9188,-7.0,93,29,1.81,CA,1619444501
Zhangye,38.9342,100.4517,11.68,22,94,6.97,CN,1619444501
Loandjili,-4.7561,11.8578,31.0,70,40,4.63,CG,1619444502
Avera,33.194,-82.5271,18.0,55,1,4.63,US,1619444502
Angermünde,53.015,13.9992,10.0,35,100,3.51,DE,1619444502
Dawei,14.0833,98.2,26.35,85,100,0.58,MM,1619444502
Revda,56.801,59.9303,10.0,29,0,10.0,RU,1619444503
Marzuq,14.4,46.4667,24.44,58,72,6.13,YE,1619444503
Athabasca,54.7169,-113.2854,-2.0,68,61,1.03,CA,1619444503
Makkaveyevo,51.7533,113.9454,4.0,60,100,5.0,RU,1619444504
Panabá,21.2833,-88.2667,27.69,67,7,3.86,MX,1619444504
Kamenka,51.3223,42.7678,12.78,36,97,4.35,RU,1619444504
Mana,5.6592,-53.7767,26.56,87,100,4.48,GF,1619444505
Kumul,42.8,93.45,13.38,12,26,3.39,CN,1619444505
Djibouti,11.5,42.5,26.0,78,75,4.12,DJ,1619444505
Ukiah,39.1502,-123.2078,3.0,93,40,1.21,US,1619444506
Srīvardhan,18.0333,73.0167,29.05,71,5,1.62,IN,1619444506
Yerbogachën,61.2767,108.0108,-6.76,73,91,4.65,RU,1619444506
Chabahar,25.2919,60.643,29.64,60,11,4.16,IR,1619444507
Vila,42.0304,-8.1588,16.67,74,93,0.45,PT,1619444507
Sambava,-14.2667,50.1667,26.59,79,16,4.98,MG,1619444507
Muroto-misakicho,33.2833,134.15,14.79,57,84,4.4,JP,1619444508
Sanchazi,42.0817,126.6003,11.04,66,100,3.75,CN,1619444508
Maniitsoq,65.4167,-52.9,1.04,97,100,2.49,GL,1619444508
Bhīmunipatnam,17.8833,83.4333,30.0,74,20,3.6,IN,1619444509
Paamiut,61.994,-49.6678,1.75,98,100,4.12,GL,1619444509
Korem,12.5058,39.5228,14.39,70,100,2.09,ET,1619444509
Nipawin,53.3668,-104.0009,1.0,86,20,4.12,CA,1619444510
Puerto Santander,8.3636,-72.4063,26.0,83,40,2.57,CO,1619444510
Genhe,50.7833,121.5167,6.75,56,100,1.44,CN,1619444510
Mata,40.683,-7.4592,16.11,85,79,1.79,PT,1619444511
Cap Malheureux,-19.9842,57.6142,23.89,91,100,2.24,MU,1619444511
Lodwar,3.1191,35.5973,32.85,36,100,5.16,KE,1619444511
Praia da Vitória,38.7333,-27.0667,18.33,67,40,3.74,PT,1619444316
San Jose,37.3394,-121.895,7.22,87,40,2.06,US,1619444427
Zig,40.127,-92.7663,15.0,72,1,9.77,US,1619444512
Gigmoto,13.7796,124.39,24.81,83,80,3.4,PH,1619444512
Chara,56.9064,118.2631,-1.15,90,100,2.03,RU,1619444513
Kanaya,34.8167,138.1333,13.33,69,0,0.89,JP,1619444513
Nassau,40.7507,-73.5829,8.33,45,1,5.66,US,1619444513
Kasama,-10.2129,31.1808,22.78,71,98,0.66,ZM,1619444514
Santoña,43.4439,-3.4576,17.22,88,40,2.06,ES,1619444514
Talara,-4.5772,-81.2719,22.0,73,75,7.72,PE,1619444514
Killybegs,54.6333,-8.45,15.56,71,0,3.6,IE,1619444515
Mergen,49.1833,125.2167,14.93,23,100,7.08,CN,1619444515
Baza,37.4117,-2.7641,13.33,49,100,1.79,ES,1619444515
Kiama,-34.6833,150.8667,13.33,90,14,0.45,AU,1619444516
Daitari,21.1,85.75,29.06,43,86,3.84,IN,1619444516
Turtas,58.9417,69.1325,7.81,57,63,2.51,RU,1619444516
Dryden,49.7833,-92.7503,2.0,60,90,5.14,CA,1619444389
Hofn,64.2539,-15.2082,8.0,49,20,10.8,IS,1619444517
Kousséri,12.0769,15.0306,42.0,15,20,2.06,CM,1619444517
Ganzhou,28.8184,115.4327,17.73,96,100,0.83,CN,1619444518
Balkhash,46.844,74.9804,13.94,32,100,2.07,KZ,1619444518
Santa Isabel,-23.3156,-46.2214,21.0,78,90,2.06,BR,1619444518
Yuanping,38.7153,112.7575,12.77,15,100,3.36,CN,1619444519
Beroroha,-21.6667,45.1667,29.9,45,97,2.92,MG,1619444519
Kavaratti,10.5669,72.642,29.65,68,0,2.39,IN,1619444520
Florence,43.7667,11.25,23.33,33,0,2.06,IT,1619444405
Nador,35.174,-2.9287,21.0,60,20,3.6,MA,1619444520
Aloleng,16.1307,119.7824,26.85,73,83,1.63,PH,1619444520
Waipawa,-41.4122,175.5153,14.0,77,20,5.66,NZ,1619444521
Sinjār,36.3209,41.8754,33.94,12,72,8.63,IQ,1619444521
Alugan,12.2188,125.4808,25.23,77,8,3.16,PH,1619444522
Gatton,-27.55,152.2833,16.11,82,75,1.54,AU,1619444522
Severo-Yeniseyskiy,60.3725,93.0408,-3.22,93,21,1.4,RU,1619444522
Mīāndoāb,36.9694,46.1027,25.0,22,75,8.23,IR,1619444523
Gejiu,23.306,103.1635,13.55,93,55,2.56,CN,1619444523
Valparaíso,-33.0393,-71.6273,12.0,100,0,1.21,CL,1619444523
Auki,-8.7676,160.7034,26.26,87,100,2.91,SB,1619444524
Macusani,-14.0833,-70.4333,6.82,54,6,0.66,PE,1619444524
Oistins,13.0667,-59.5333,27.0,61,75,9.26,BB,1619444525
Barmstedt,53.7833,9.7667,12.22,34,0,1.03,DE,1619444525
Laas,46.6166,10.7002,13.0,71,75,3.6,IT,1619444525
Pacific Grove,36.6177,-121.9166,8.89,87,20,1.54,US,1619444526
Goderich,43.7501,-81.7165,1.0,60,35,3.6,CA,1619444526
Raudeberg,61.9875,5.1352,8.0,49,20,3.09,NO,1619444526
Kiruna,67.8557,20.2251,2.0,60,75,5.14,SE,1619444527
Kandyagash,49.4744,57.4233,13.14,74,100,7.43,KZ,1619444527
Pitimbu,-7.4706,-34.8086,30.0,70,40,4.12,BR,1619444528
Sovetskiy,61.3614,63.5842,8.41,42,100,4.5,RU,1619444528
Gushikawa,26.3544,127.8686,21.0,72,1,2.57,JP,1619444528
Dauphin,51.1494,-100.0502,4.0,81,90,2.06,CA,1619444529
Sayyan,15.1718,44.3244,16.58,54,100,2.22,YE,1619444529
Churapcha,62.0025,132.4325,0.04,98,100,3.29,RU,1619444529
Kelo,9.3086,15.8066,39.64,18,86,4.09,TD,1619444530
Honiara,-9.4333,159.95,25.37,88,76,1.96,SB,1619444530
Alim,9.5649,122.4876,26.98,78,30,0.95,PH,1619444530
Tolstoy-Yurt,43.4444,45.7722,16.0,77,75,4.0,RU,1619444531
Dodge City,37.7528,-100.0171,17.22,47,1,7.2,US,1619444531
Shiraz,29.6036,52.5388,27.0,14,75,5.14,IR,1619444285
Mutoko,-17.397,32.2268,26.81,26,3,2.82,ZW,1619444531
Idlib,35.9306,36.6339,24.0,38,0,15.95,SY,1619444532
Nesbyen,60.5681,9.1027,3.89,39,6,1.44,NO,1619444532
Grand-Santi,4.25,-54.3833,26.22,87,100,1.02,GF,1619444532
Guadalupe y Calvo,26.1,-106.9667,11.8,23,43,1.78,MX,1619444533
Ketchikan,55.3422,-131.6461,0.0,80,1,0.71,US,1619444533
Abu Kamal,34.4506,40.9171,38.02,7,96,8.31,SY,1619444533
Chisec,15.8167,-90.2833,18.0,94,20,0.98,GT,1619444534
La Roda,39.2167,-2.15,16.67,72,75,4.63,ES,1619444534
Henties Bay,-22.116,14.2845,19.44,80,3,2.24,NA,1619444534
Ol'ga,43.7444,135.2892,5.67,56,100,1.78,RU,1619444535
Lake Charles,30.2131,-93.2044,20.0,100,75,1.54,US,1619444535
Esna,25.2934,32.554,35.0,15,0,3.6,EG,1619444535
Zhoucheng,35.9122,116.3117,12.41,93,59,2.89,CN,1619444536
Edson,53.5835,-116.4356,-6.0,86,1,2.57,CA,1619444536
Abalak,58.1286,68.5944,9.48,37,39,3.9,RU,1619444536
Kindu,-2.95,25.95,32.72,42,73,0.92,CD,1619444537
Malartic,48.1335,-78.1328,-4.0,54,20,4.12,CA,1619444537
Sibolga,1.7427,98.7792,26.34,85,100,0.71,ID,1619444537
Ascension,30.2169,-90.9001,19.0,88,36,2.83,US,1619444538
Vikulovo,56.8167,70.6107,10.36,33,83,4.38,RU,1619444538
São José da Coroa Grande,-8.8978,-35.1478,28.75,67,42,3.96,BR,1619444538
Maceió,-9.6658,-35.7353,29.0,70,75,3.09,BR,1619444539
Baghmara,23.795,86.2085,33.77,5,51,4.22,IN,1619444539
Zhangjiakou,40.81,114.8794,13.54,11,89,7.04,CN,1619444540
Alice Springs,-23.7,133.8833,14.0,38,0,2.57,AU,1619444433
Ilulissat,69.2167,-51.1,9.0,43,75,9.26,GL,1619444540
Cabatuan,10.8794,122.486,25.15,82,39,3.08,PH,1619444540
Salisbury,51.0693,-1.7957,13.89,43,0,3.6,GB,1619444541
Mbanza-Ngungu,-5.25,14.8667,26.61,75,97,0.65,CD,1619444541
Gilgit,35.9221,74.3087,18.6,32,9,0.98,PK,1619444542
Haicheng,40.8516,122.7475,13.7,50,92,3.87,CN,1619444542
Agüimes,27.9054,-15.4461,21.11,68,75,5.14,ES,1619444542
Ormož,46.4114,16.1544,9.0,66,90,2.06,SI,1619444543
Pochutla,15.7432,-96.4661,26.67,78,75,0.71,MX,1619444543
Oktyabr'skiy,54.4815,53.471,10.73,49,99,5.34,RU,1619444543
Norfolk,42.1668,-71.2495,9.0,43,1,7.72,US,1619444543
Isangel,-19.55,169.2667,24.65,79,100,5.18,VU,1619444544
Port-Gentil,-0.7193,8.7815,32.0,70,40,5.66,GA,1619444399
Yangambi,0.8102,24.4336,33.91,37,29,0.4,CD,1619444544
Mogadishu,2.0371,45.3438,31.0,62,40,4.63,SO,1619444545
Nantucket,41.2835,-70.0995,9.0,61,1,9.26,US,1619444545
Guangzhou,23.1167,113.25,23.33,94,90,3.0,CN,1619444545
Ixtapa,20.7,-105.2,23.89,88,90,1.54,MX,1619444546
Natal,-5.795,-35.2094,30.0,62,75,7.2,BR,1619444546
Araouane,18.9048,-3.5265,40.35,8,96,1.31,ML,1619444546
Agadez,19.75,10.25,39.97,6,0,2.83,NE,1619444547
Bom Jesus,-9.0744,-44.3586,31.7,48,98,2.48,BR,1619444547
Andra,62.5147,65.8878,7.53,57,100,3.51,RU,1619444547
Talcahuano,-36.7167,-73.1167,13.0,82,40,4.63,CL,1619444548
PEMEX,18.4395,-96.3461,27.71,65,9,0.76,MX,1619444548
Gobabis,-22.45,18.9667,26.99,17,0,5.41,NA,1619444548
El Batey,19.7667,-70.5167,27.0,74,20,3.6,DO,1619444549
Viedma,-40.8135,-62.9967,16.76,50,23,6.39,AR,1619444549
Giddalūr,15.35,78.9167,32.3,31,59,6.09,IN,1619444549
Sălacea,47.4667,22.3167,12.0,32,0,2.06,RO,1619444549
Labuan,5.2767,115.2417,27.0,89,20,2.71,MY,1619444550
Maibong,25.3,93.1667,26.57,35,43,1.11,IN,1619444550
